origin,host_class,host_order,host_family,host_genus,host_species,virus_family,virus_genus
HP3,Mammalia,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,,Flavivirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,,Flavivirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Dermanura,Artibeus phaeotis,,Flavivirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Dermanura,Artibeus toltecus,,Flavivirus
HP3,Mammalia,Rodentia,Muridae,Arvicanthis,Arvicanthis niloticus,,Flavivirus
HP3,Mammalia,Rodentia,Cricetidae,Arvicola,Arvicola amphibius,,Flavivirus
HP3,Mammalia,Primates,Atelidae,Ateles,Ateles paniscus,,Flavivirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Barbastella,Barbastella barbastellus,,Flavivirus
HP3,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,,Flavivirus
HP3,Mammalia,Pilosa,Bradypodidae,Bradypus,Bradypus tridactylus,,Flavivirus
HP3,Mammalia,Pilosa,Bradypodidae,Bradypus,Bradypus variegatus,,Flavivirus
HP3,Mammalia,Artiodactyla,Bovidae,Bubalus,Bubalus bubalis,,Flavivirus
HP3,Mammalia,Primates,Callitrichidae,Mico,Callithrix leucippe,,Flavivirus
HP3,Mammalia,Rodentia,Cricetidae,Calomys,Calomys musculinus,,Flavivirus
HP3,Mammalia,Artiodactyla,Camelidae,Camelus,Camelus dromedarius,,Flavivirus
HP3,Mammalia,Carnivora,Canidae,Canis,Canis latrans,,Flavivirus
HP3,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,Flavivirus
HP3,Mammalia,Artiodactyla,Bovidae,Capra,Capra hircus,,Flavivirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Carollia,Carollia brevicauda,,Flavivirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,,Flavivirus
HP3,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus ascanius,,Flavivirus
HP3,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus mona,,Flavivirus
HP3,Mammalia,Chiroptera,Molossidae,Chaerephon,Chaerephon pumilus,,Flavivirus
HP3,Mammalia,Primates,Cercopithecidae,Chlorocebus,Chlorocebus aethiops,,Flavivirus
HP3,Mammalia,Pilosa,Megalonychidae,Choloepus,Choloepus hoffmanni,,Flavivirus
HP3,Mammalia,Primates,Cercopithecidae,Colobus,Colobus polykomos,,Flavivirus
HP3,Mammalia,Rodentia,Nesomyidae,Cricetomys,Cricetomys gambianus,,Flavivirus
HP3,Mammalia,Chiroptera,Pteropodidae,Cynopterus,Cynopterus brachyotis,,Flavivirus
HP3,Mammalia,Chiroptera,Pteropodidae,Cynopterus,Cynopterus sphinx,,Flavivirus
HP3,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,,Flavivirus
HP3,Mammalia,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,,Flavivirus
HP3,Mammalia,Rodentia,Muridae,Desmodillus,Desmodillus auricularis,,Flavivirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Desmodus,Desmodus rotundus,,Flavivirus
HP3,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis marsupialis,,Flavivirus
HP3,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis virginiana,,Flavivirus
HP3,Mammalia,Rodentia,Heteromyidae,Dipodomys,Dipodomys heermanni,,Flavivirus
HP3,Mammalia,Rodentia,Heteromyidae,Dipodomys,Dipodomys nitratoides,,Flavivirus
HP3,Mammalia,Chiroptera,Pteropodidae,Eidolon,Eidolon helvum,,Flavivirus
HP3,Mammalia,Chiroptera,Pteropodidae,Eonycteris,Eonycteris spelaea,,Flavivirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,Eptesicus fuscus,,Flavivirus
HP3,Mammalia,Perissodactyla,Equidae,Equus,Equus asinus,,Flavivirus
HP3,Mammalia,Perissodactyla,Equidae,Equus,Equus caballus,,Flavivirus
HP3,Mammalia,Primates,Cercopithecidae,Erythrocebus,Erythrocebus patas,,Flavivirus
HP3,Mammalia,Rodentia,Sciuridae,Funambulus,Funambulus tristriatus,,Flavivirus
HP3,Mammalia,Rodentia,Muridae,Gerbilliscus,Gerbilliscus kempi,,Flavivirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,,Flavivirus
HP3,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros armiger,,Flavivirus
HP3,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros bicolor,,Flavivirus
HP3,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros cineraceus,,Flavivirus
HP3,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros lankadiva,,Flavivirus
HP3,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros pomona,,Flavivirus
HP3,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros speoris,,Flavivirus
HP3,Mammalia,Rodentia,Muridae,Lemniscomys,Lemniscomys striatus,,Flavivirus
HP3,Mammalia,Primates,Lemuridae,Lemur,Lemur catta,,Flavivirus
HP3,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus americanus,,Flavivirus
HP3,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus californicus,,Flavivirus
HP3,Mammalia,Primates,Cercopithecidae,Macaca,Macaca fascicularis,,Flavivirus
HP3,Mammalia,Primates,Cercopithecidae,Macaca,Macaca radiata,,Flavivirus
HP3,Mammalia,Primates,Cercopithecidae,Macaca,Macaca sinica,,Flavivirus
HP3,Mammalia,Chiroptera,Pteropodidae,Macroglossus,Macroglossus minimus,,Flavivirus
HP3,Mammalia,Diprotodontia,Macropodidae,Macropus,Macropus agilis,,Flavivirus
HP3,Mammalia,Diprotodontia,Macropodidae,Macropus,Macropus giganteus,,Flavivirus
HP3,Mammalia,Rodentia,Muridae,Madromys,Madromys blanfordi,,Flavivirus
HP3,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris,,Flavivirus
HP3,Mammalia,Rodentia,Sciuridae,Marmota,Marmota monax,,Flavivirus
HP3,Mammalia,Rodentia,Muridae,Mastomys,Mastomys erythroleucus,,Flavivirus
HP3,Mammalia,Rodentia,Muridae,Mastomys,Mastomys natalensis,,Flavivirus
HP3,Mammalia,Carnivora,Mephitidae,Mephitis,Mephitis mephitis,,Flavivirus
HP3,Mammalia,Rodentia,Cricetidae,Microtus,Microtus agrestis,,Flavivirus
HP3,Mammalia,Rodentia,Cricetidae,Microtus,Microtus arvalis,,Flavivirus
HP3,Mammalia,Rodentia,Cricetidae,Microtus,Microtus californicus,,Flavivirus
HP3,Mammalia,Rodentia,Cricetidae,Microtus,Microtus gregalis,,Flavivirus
HP3,Mammalia,Rodentia,Cricetidae,Microtus,Microtus oeconomus,,Flavivirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Mimon,Mimon crenulatum,,Flavivirus
HP3,Mammalia,Chiroptera,Miniopteridae,Miniopterus,Miniopterus schreibersii,,Flavivirus
HP3,Mammalia,Chiroptera,Molossidae,Molossus,Molossus molossus,,Flavivirus
HP3,Mammalia,Chiroptera,Molossidae,Molossus,Molossus rufus,,Flavivirus
HP3,Mammalia,Chiroptera,Mormoopidae,Mormoops,Mormoops megalophylla,,Flavivirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Murina,Murina aurata,,Flavivirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Murina,Murina leucogaster,,Flavivirus
HP3,Mammalia,Rodentia,Muridae,Mus,Mus booduga,,Flavivirus
HP3,Mammalia,Rodentia,Muridae,Mus,Mus musculus,,Flavivirus
HP3,Mammalia,Rodentia,Cricetidae,Myodes,Myodes glareolus,,Flavivirus
HP3,Mammalia,Rodentia,Cricetidae,Myodes,Myodes rutilus,,Flavivirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis lucifugus,,Flavivirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis macrodactylus,,Flavivirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis mystacinus,,Flavivirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis nigricans,,Flavivirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis septentrionalis,,Flavivirus
HP3,Mammalia,Chiroptera,Natalidae,Natalus,Natalus stramineus,,Flavivirus
HP3,Mammalia,Chiroptera,Natalidae,Natalus,Natalus tumidirostris,,Flavivirus
HP3,Mammalia,Rodentia,Cricetidae,Neotoma,Neotoma fuscipes,,Flavivirus
HP3,Mammalia,Chiroptera,Nycteridae,Nycteris,Nycteris gambiensis,,Flavivirus
HP3,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus,,Flavivirus
HP3,Mammalia,Rodentia,Cricetidae,Oligoryzomys,Oligoryzomys nigripes,,Flavivirus
HP3,Mammalia,Rodentia,Cricetidae,Ondatra,Ondatra zibethicus,,Flavivirus
HP3,Mammalia,Rodentia,Cricetidae,Onychomys,Onychomys torridus,,Flavivirus
HP3,Mammalia,Cetacea,Delphinidae,Orcinus,Orcinus orca,,Flavivirus
HP3,Mammalia,Rodentia,Cricetidae,Oryzomys,Oryzomys palustris,,Flavivirus
HP3,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis aries,,Flavivirus
HP3,Mammalia,Primates,Cercopithecidae,Papio,Papio anubis,,Flavivirus
HP3,Mammalia,Primates,Cercopithecidae,Papio,Papio papio,,Flavivirus
HP3,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus gossypinus,,Flavivirus
HP3,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus leucopus,,Flavivirus
HP3,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus maniculatus,,Flavivirus
HP3,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus truei,,Flavivirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus discolor,,Flavivirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus hastatus,,Flavivirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus abramus,,Flavivirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus pipistrellus,,Flavivirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus helleri,,Flavivirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Plecotus,Plecotus auritus,,Flavivirus
HP3,Mammalia,Primates,Hominidae,Pongo,Pongo pygmaeus,,Flavivirus
HP3,Mammalia,Rodentia,Muridae,Praomys,Praomys jacksoni,,Flavivirus
HP3,Mammalia,Carnivora,Procyonidae,Procyon,Procyon lotor,,Flavivirus
HP3,Mammalia,Rodentia,Echimyidae,Proechimys,Proechimys guyannensis,,Flavivirus
HP3,Mammalia,Rodentia,Echimyidae,Proechimys,Proechimys semispinosus,,Flavivirus
HP3,Mammalia,Chiroptera,Mormoopidae,Pteronotus,Pteronotus davyi,,Flavivirus
HP3,Mammalia,Chiroptera,Mormoopidae,Pteronotus,Pteronotus parnellii,,Flavivirus
HP3,Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus alecto,,Flavivirus
HP3,Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus scapulatus,,Flavivirus
HP3,Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus vampyrus,,Flavivirus
HP3,Mammalia,Artiodactyla,Cervidae,Rangifer,Rangifer tarandus,,Flavivirus
HP3,Mammalia,Rodentia,Muridae,Rattus,Rattus norvegicus,,Flavivirus
HP3,Mammalia,Rodentia,Muridae,Rattus,Rattus rattus,,Flavivirus
HP3,Mammalia,Rodentia,Cricetidae,Reithrodontomys,Reithrodontomys megalotis,,Flavivirus
HP3,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus ferrumequinum,,Flavivirus
HP3,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus pusillus,,Flavivirus
HP3,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus rouxii,,Flavivirus
HP3,Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus aegyptiacus,,Flavivirus
HP3,Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus leschenaultii,,Flavivirus
HP3,Mammalia,Primates,Callitrichidae,Saguinus,Saguinus geoffroyi,,Flavivirus
HP3,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus carolinensis,,Flavivirus
HP3,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus niger,,Flavivirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,Scotophilus kuhlii,,Flavivirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,Scotophilus nigrita,,Flavivirus
HP3,Mammalia,Primates,Cercopithecidae,Semnopithecus,Semnopithecus entellus,,Flavivirus
HP3,Mammalia,Rodentia,Cricetidae,Sigmodon,Sigmodon hispidus,,Flavivirus
HP3,Mammalia,Rodentia,Sciuridae,Otospermophilus,Spermophilus beecheyi,,Flavivirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,,Flavivirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Sturnira,Sturnira tildae,,Flavivirus
HP3,Mammalia,Soricomorpha,Soricidae,Suncus,Suncus murinus,,Flavivirus
HP3,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,,Flavivirus
HP3,Mammalia,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus audubonii,,Flavivirus
HP3,Mammalia,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus nuttallii,,Flavivirus
HP3,Mammalia,Chiroptera,Molossidae,Tadarida,Tadarida brasiliensis,,Flavivirus
HP3,Mammalia,Pilosa,Myrmecophagidae,Tamandua,Tamandua tetradactyla,,Flavivirus
HP3,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus,,Flavivirus
HP3,Mammalia,Rodentia,Sciuridae,Tamiasciurus,Tamiasciurus hudsonicus,,Flavivirus
HP3,Mammalia,Chiroptera,Emballonuridae,Taphozous,Taphozous melanopogon,,Flavivirus
HP3,Mammalia,Chiroptera,Emballonuridae,Taphozous,Taphozous perforatus,,Flavivirus
HP3,Mammalia,Rodentia,Muridae,Tatera,Tatera indica,,Flavivirus
HP3,Mammalia,Rodentia,Geomyidae,Thomomys,Thomomys talpoides,,Flavivirus
HP3,Mammalia,Cingulata,Dasypodidae,Tolypeutes,Tolypeutes matacus,,Flavivirus
HP3,Mammalia,Primates,Cercopithecidae,Trachypithecus,Trachypithecus francoisi,,Flavivirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Uroderma,Uroderma bilobatum,,Flavivirus
HP3,Mammalia,Rodentia,Muridae,Vandeleuria,Vandeleuria oleracea,,Flavivirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Vespadelus,Vespadelus pumilus,,Flavivirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Vespertilio,Vespertilio sinensis,,Flavivirus
HP3,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes,,Flavivirus
HP3,Mammalia,Primates,Aotidae,Aotus,Aotus trivirgatus,,Hepacivirus
HP3,Mammalia,Primates,Callitrichidae,Saguinus,Saguinus labiatus,,Hepacivirus
HP3,Mammalia,Primates,Aotidae,Aotus,Aotus trivirgatus,,Hepatovirus
HP3,Mammalia,Primates,Cercopithecidae,Macaca,Macaca fascicularis,,Hepatovirus
HP3,Mammalia,Primates,Hominidae,Pan,Pan troglodytes,,Hepatovirus
HP3,Mammalia,Primates,Cercopithecidae,Papio,Papio ursinus,,Hepatovirus
HP3,Mammalia,Primates,Hominidae,Pongo,Pongo pygmaeus,,Hepatovirus
HP3,Mammalia,Rodentia,Caviidae,Cavia,Cavia porcellus,,Ictalurivirus
HP3,Mammalia,Rodentia,Cricetidae,Mesocricetus,Mesocricetus auratus,,Ictalurivirus
HP3,Mammalia,Rodentia,Cricetidae,Microtus,Microtus pennsylvanicus,,Ictalurivirus
HP3,Mammalia,Rodentia,Muridae,Mus,Mus musculus,,Ictalurivirus
HP3,Mammalia,Rodentia,Sciuridae,Spermophilus,Spermophilus citellus,,Ictalurivirus
HP3,Mammalia,Rodentia,Muridae,Apodemus,Apodemus sylvaticus,,Lagovirus
HP3,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus europaeus,,Lagovirus
HP3,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus timidus,,Lagovirus
HP3,Mammalia,Rodentia,Muridae,Mus,Mus spretus,,Lagovirus
HP3,Mammalia,Lagomorpha,Leporidae,Oryctolagus,Oryctolagus cuniculus,,Lagovirus
HP3,Mammalia,Carnivora,Felidae,Acinonyx,Acinonyx jubatus,,Lyssavirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Antrozous,Antrozous pallidus,,Lyssavirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Dermanura,Artibeus cinereus,,Lyssavirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Artibeus,Artibeus fimbriatus,,Lyssavirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,,Lyssavirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,,Lyssavirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Dermanura,Artibeus phaeotis,,Lyssavirus
HP3,Mammalia,Carnivora,Herpestidae,Atilax,Atilax paludinosus,,Lyssavirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Barbastella,Barbastella barbastellus,,Lyssavirus
HP3,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,,Lyssavirus
HP3,Mammalia,Carnivora,Canidae,Canis,Canis adustus,,Lyssavirus
HP3,Mammalia,Carnivora,Canidae,Canis,Canis latrans,,Lyssavirus
HP3,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,Lyssavirus
HP3,Mammalia,Carnivora,Canidae,Canis,Canis mesomelas,,Lyssavirus
HP3,Mammalia,Carnivora,Canidae,Canis,Canis simensis,,Lyssavirus
HP3,Mammalia,Artiodactyla,Bovidae,Capra,Capra hircus,,Lyssavirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,,Lyssavirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Chrotopterus,Chrotopterus auritus,,Lyssavirus
HP3,Mammalia,Carnivora,Canidae,Chrysocyon,Chrysocyon brachyurus,,Lyssavirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Corynorhinus,Corynorhinus townsendii,,Lyssavirus
HP3,Mammalia,Carnivora,Hyaenidae,Crocuta,Crocuta crocuta,,Lyssavirus
HP3,Mammalia,Carnivora,Herpestidae,Cynictis,Cynictis penicillata,,Lyssavirus
HP3,Mammalia,Chiroptera,Molossidae,Cynomops,Cynomops abrasus,,Lyssavirus
HP3,Mammalia,Chiroptera,Molossidae,Cynomops,Cynomops planirostris,,Lyssavirus
HP3,Mammalia,Chiroptera,Pteropodidae,Cynopterus,Cynopterus brachyotis,,Lyssavirus
HP3,Mammalia,Chiroptera,Pteropodidae,Cynopterus,Cynopterus sphinx,,Lyssavirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Desmodus,Desmodus rotundus,,Lyssavirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Diaemus,Diaemus youngi,,Lyssavirus
HP3,Mammalia,Chiroptera,Emballonuridae,Diclidurus,Diclidurus albus,,Lyssavirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Diphylla,Diphylla ecaudata,,Lyssavirus
HP3,Mammalia,Chiroptera,Pteropodidae,Eidolon,Eidolon helvum,,Lyssavirus
HP3,Mammalia,Proboscidea,Elephantidae,Elephas,Elephas maximus,,Lyssavirus
HP3,Mammalia,Chiroptera,Pteropodidae,Eonycteris,Eonycteris spelaea,,Lyssavirus
HP3,Mammalia,Chiroptera,Pteropodidae,Epomophorus,Epomophorus gambianus,,Lyssavirus
HP3,Mammalia,Chiroptera,Pteropodidae,Epomophorus,Epomophorus wahlbergi,,Lyssavirus
HP3,Mammalia,Chiroptera,Pteropodidae,Epomops,Epomops dobsonii,,Lyssavirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,Eptesicus brasiliensis,,Lyssavirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,Eptesicus diminutus,,Lyssavirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,Eptesicus furinalis,,Lyssavirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,Eptesicus fuscus,,Lyssavirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,Eptesicus serotinus,,Lyssavirus
HP3,Mammalia,Perissodactyla,Equidae,Equus,Equus asinus,,Lyssavirus
HP3,Mammalia,Perissodactyla,Equidae,Equus,Equus caballus,,Lyssavirus
HP3,Mammalia,Rodentia,Erethizontidae,Erethizon,Erethizon dorsatum,,Lyssavirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Euderma,Euderma maculatum,,Lyssavirus
HP3,Mammalia,Chiroptera,Molossidae,Eumops,Eumops auripendulus,,Lyssavirus
HP3,Mammalia,Chiroptera,Molossidae,Eumops,Eumops glaucinus,,Lyssavirus
HP3,Mammalia,Chiroptera,Molossidae,Eumops,Eumops patagonicus,,Lyssavirus
HP3,Mammalia,Chiroptera,Molossidae,Eumops,Eumops perotis,,Lyssavirus
HP3,Mammalia,Carnivora,Felidae,Felis,Felis catus,,Lyssavirus
HP3,Mammalia,Carnivora,Felidae,Felis,Felis nigripes,,Lyssavirus
HP3,Mammalia,Carnivora,Felidae,Felis,Felis silvestris,,Lyssavirus
HP3,Mammalia,Carnivora,Herpestidae,Galerella,Galerella sanguinea,,Lyssavirus
HP3,Mammalia,Carnivora,Viverridae,Genetta,Genetta genetta,,Lyssavirus
HP3,Mammalia,Rodentia,Sciuridae,Glaucomys,Glaucomys volans,,Lyssavirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga longirostris,,Lyssavirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga morenoi,,Lyssavirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,,Lyssavirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Histiotus,Histiotus montanus,,Lyssavirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Histiotus,Histiotus velatus,,Lyssavirus
HP3,Mammalia,Rodentia,Caviidae,Hydrochoerus,Hydrochoerus hydrochaeris,,Lyssavirus
HP3,Mammalia,Carnivora,Herpestidae,Ichneumia,Ichneumia albicauda,,Lyssavirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Lasionycteris,Lasionycteris noctivagans,,Lyssavirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Lasiurus,Lasiurus blossevillii,,Lyssavirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Lasiurus,Lasiurus borealis,,Lyssavirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Lasiurus,Lasiurus cinereus,,Lyssavirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Lasiurus,Lasiurus ega,,Lyssavirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Lasiurus,Lasiurus egregius,,Lyssavirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Lasiurus,Lasiurus intermedius,,Lyssavirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Lasiurus,Lasiurus seminolus,,Lyssavirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Lasiurus,Lasiurus xanthinus,,Lyssavirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris curasoae,,Lyssavirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris nivalis,,Lyssavirus
HP3,Mammalia,Carnivora,Mustelidae,Lontra,Lontra canadensis,,Lyssavirus
HP3,Mammalia,Rodentia,Muridae,Lophuromys,Lophuromys sikapusi,,Lyssavirus
HP3,Mammalia,Carnivora,Canidae,Lycalopex,Lycalopex vetulus,,Lyssavirus
HP3,Mammalia,Carnivora,Canidae,Lycaon,Lycaon pictus,,Lyssavirus
HP3,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,Lyssavirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Macrotus,Macrotus californicus,,Lyssavirus
HP3,Mammalia,Rodentia,Sciuridae,Marmota,Marmota monax,,Lyssavirus
HP3,Mammalia,Carnivora,Mustelidae,Martes,Martes foina,,Lyssavirus
HP3,Mammalia,Carnivora,Mustelidae,Martes,Martes pennanti,,Lyssavirus
HP3,Mammalia,Carnivora,Mustelidae,Mellivora,Mellivora capensis,,Lyssavirus
HP3,Mammalia,Carnivora,Mephitidae,Mephitis,Mephitis mephitis,,Lyssavirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Micronycteris,Micronycteris megalotis,,Lyssavirus
HP3,Mammalia,Chiroptera,Pteropodidae,Micropteropus,Micropteropus pusillus,,Lyssavirus
HP3,Mammalia,Chiroptera,Miniopteridae,Miniopterus,Miniopterus schreibersii,,Lyssavirus
HP3,Mammalia,Chiroptera,Molossidae,Molossops,Molossops neglectus,,Lyssavirus
HP3,Mammalia,Chiroptera,Molossidae,Molossus,Molossus molossus,,Lyssavirus
HP3,Mammalia,Chiroptera,Molossidae,Molossus,Molossus rufus,,Lyssavirus
HP3,Mammalia,Chiroptera,Mormoopidae,Mormoops,Mormoops megalophylla,,Lyssavirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Murina,Murina leucogaster,,Lyssavirus
HP3,Mammalia,Rodentia,Muridae,Mus,Mus musculus,,Lyssavirus
HP3,Mammalia,Rodentia,Myocastoridae,Myocastor,Myocastor coypus,,Lyssavirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis albescens,,Lyssavirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis austroriparius,,Lyssavirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis blythii,,Lyssavirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis californicus,,Lyssavirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis chiloensis,,Lyssavirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis dasycneme,,Lyssavirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis daubentonii,,Lyssavirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis evotis,,Lyssavirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis grisescens,,Lyssavirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis keenii,,Lyssavirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis leibii,,Lyssavirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis levis,,Lyssavirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis lucifugus,,Lyssavirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis myotis,,Lyssavirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis mystacinus,,Lyssavirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis nattereri,,Lyssavirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis nigricans,,Lyssavirus
